Src,Species,Duration,Bitrate ,Sampling Rate,Channels
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC589279-Bruant%20jaune%20cris%20de%20vol%20en%20buzz%20et%20autres%20%2B.mp3,Emberiza citrinella,32 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JSDCWIRHYC/XC587631-6.mp3,Emberiza citrinella,1 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Goldammer%20Rufe.mp3,Emberiza citrinella,25 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/UZPPJBQXCQ/A%20Goldammer%20III.mp3,Emberiza citrinella,57 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/yellowhammer_song_ViernheimerHeide_18-06-2010-20Uhr.mp3,Emberiza citrinella,98 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SPBKJZVJYZ/XC583492-OS200818.mp3,Emberiza citrinella,17 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582353-200717_Yellowhammer_song_Hilton_OC.mp3,Emberiza citrinella,36 s,bitrate: 172463 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RFRTVEHIZX/XC582338-200715_Yellowhammer_song_LowerStonnall_OC.mp3,Emberiza citrinella,63 s,bitrate: 170918 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QAJPWEPSTL/XC580727-gold0457.mp3,Emberiza citrinella,159 s,bitrate: 261370 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/TJSRKPHQNP/XC580031-200719_005b.mp3,Emberiza citrinella,20 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HNYFHZLJOD/XC579934-200729-YH%20clip.mp3,Emberiza citrinella,25 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579605-200717_01T1_Goldammer7XC.mp3,Emberiza citrinella,70 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579604-200717_01T1_Goldammer6XC.mp3,Emberiza citrinella,4 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579603-200717_01T1_Goldammer5XC.mp3,Emberiza citrinella,3 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579602-200717_01T1_Goldammer4XC.mp3,Emberiza citrinella,3 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579601-200717_01T1_Goldammer3XC.mp3,Emberiza citrinella,3 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579600-200717_01T1_Goldammer2XC.mp3,Emberiza citrinella,2 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC579599-200717_01T1_GoldammerXC.mp3,Emberiza citrinella,3 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/TJSRKPHQNP/XC579469-0719_114530.mp3,Emberiza citrinella,30 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TJSRKPHQNP/XC579468-0719_082227.mp3,Emberiza citrinella,66 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TJSRKPHQNP/XC579466-0719_082201.mp3,Emberiza citrinella,16 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TJSRKPHQNP/XC579465-0719_081958.mp3,Emberiza citrinella,14 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/Take254Goldammer20Uhr30.mp3,Emberiza citrinella,24 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC578863-trznadel.zulawka.24.07.13.30.CC.bez%20nazwy.mp3,Emberiza citrinella,66 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JRCQMEKVKT/XC578245-ZIGOLO%20GIALLO%20-%20Verrayes%20%28online-audio-converter.com%29.mp3,Emberiza citrinella,17 s,bitrate: 128192 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC577432-EMBCIT_200719_6064_Barran65.mp3,Emberiza citrinella,37 s,bitrate: 135246 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC577428-EMBCIT_200719_6060_Barran65.mp3,Emberiza citrinella,60 s,bitrate: 138760 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC577425-EMBCIT_200719_6054_Barran65.mp3,Emberiza citrinella,59 s,bitrate: 139533 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/JCPKCBKKAQ/XC577419-EMBCIT_200719_6053_Barran65.mp3,Emberiza citrinella,115 s,bitrate: 131605 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/PQDMTRPGRL/XC577299-200718-024_HP10NR5N6_21h31_Ecitrinella-song.mp3,Emberiza citrinella,22 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PQDMTRPGRL/XC577298-200718-018_HP10NR5N6_21h16_Ecitrinella-call.mp3,Emberiza citrinella,26 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/GPXJQQOAML/XC576354-29062020_embcit_call_1.mp3,Emberiza citrinella,26 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JTUVCJHLRE/XC576193-072020Bruant%20jaune.mp3,Emberiza citrinella,59 s,bitrate: 320142 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575783-SP%20migration%20Bruant%20jaune%20cri%20metallique%20H%20A%20VERIFIER.mp3,Emberiza citrinella,19 s,bitrate: 137278 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575782-SP%20migration%20Bruant%20jaune%20cri%20metallique%20H%20A%20VERIFIER%202.mp3,Emberiza citrinella,11 s,bitrate: 135183 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575770-Bruant%20jaune%20quemandage%20en%20buzz%20type%20mauvis%20%2B.mp3,Emberiza citrinella,28 s,bitrate: 141077 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC575769-Bruant%20jaune%20chant%20interessant%20repetitif.mp3,Emberiza citrinella,35 s,bitrate: 131656 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/XC575639-emberiza_citrinella_ostrowek_podlaskie_2020.07.13_0305.mp3,Emberiza citrinella,943 s,bitrate: 56000 bps, audio sampling rate: 24000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/XC575638-emberiza_citrinella_ostrowek_podlaskie_2020.07.12_0905.mp3,Emberiza citrinella,1098 s,bitrate: 56000 bps, audio sampling rate: 24000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/VCROLXMVLX/XC575637-emberiza_citrinella_ostrowek_podlaskie_2020.07.12_0901.mp3,Emberiza citrinella,133 s,bitrate: 56000 bps, audio sampling rate: 24000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/XC575228-200712_2532%201408%20Goldammer.%20D%2C%20NW%2C%20GL%2C%20Benninghausen.%20Stephan%20Risch.mp3,Emberiza citrinella,129 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/XC575223-200712_2533%201412%20Goldammer.%20D%2C%20NW%2C%20GL%2C%20Benninghausen.%20Stephan%20Risch.mp3,Emberiza citrinella,77 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC575158-EMBCIT100720-T011%20%282%29.mp3,Emberiza citrinella,121 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC575153-EMBCIT100720-T006%20%282%29.mp3,Emberiza citrinella,158 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/XC575151-EMBCIT100720-T005%20%282%29.mp3,Emberiza citrinella,191 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QAJPWEPSTL/XC574822-gold0408.mp3,Emberiza citrinella,67 s,bitrate: 261674 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HVBWFBBDKO/XC574821-zigolo%20%20giallo_DR0000_0576.mp3,Emberiza citrinella,49 s,bitrate: 243147 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/JXZFXAZWHY/XC574431-bez%20nazwy.mp3,Emberiza citrinella,16 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MMEJYLOPDO/XC574123-Gulsparv_17.mp3,Emberiza citrinella,87 s,bitrate: 187931 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC573362-Emberiza%20citrinella%20200704_013%2CC%20song.MP3,Emberiza citrinella,29 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC573361-Emberiza%20citrinella%20200704_012%2C%20BB%20song.MP3,Emberiza citrinella,143 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC573360-Emberiza%20citrinella%20200704_002%2C%20BB%20song.MP3,Emberiza citrinella,99 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC573359-Emberiza%20citrinella%20200704_001%2C%20BB%20song.MP3,Emberiza citrinella,107 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/YXDWPKLRUH/XC572428-20200624_044142%20trznadel%20CZ.mp3,Emberiza citrinella,76 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QTJCIDJUEK/XC572255-bru%20jau1.mp3,Emberiza citrinella,73 s,bitrate: 84693 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/OXOBWLVDLW/XC572122-Yellowhammer%20%26%20Linnet.mp3,Emberiza citrinella,42 s,bitrate: 194993 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OXOBWLVDLW/XC572106-Dancing%20Ledge%20Yellowhammer.mp3,Emberiza citrinella,54 s,bitrate: 199645 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OXOBWLVDLW/XC572105-Dancing%20Ledge%20Yammer%20%26%20Song%20Thrush.mp3,Emberiza citrinella,54 s,bitrate: 177632 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/IFDSJAYTNU/XC571973-%20%D0%BE%D0%B1%D1%8B%D0%BA%D0%BD%D0%BE%D0%B2%D0%B5%D0%BD%D0%BD%D0%B0%D1%8F2.mp3,Emberiza citrinella,2 s,bitrate: 94447 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TLPLNAINFU/XC571499-SNI-327_01b-GULSPURV-BALSFJORD_01.mp3,Emberiza citrinella,102 s,bitrate: 320076 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LFZNDNTEVP/XC571112-20200624-032555-Talvike-golfi_tltroosi-MKE600.mp3,Emberiza citrinella,56 s,bitrate: 82181 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/XC570189-18june20%20yellowhammer.mp3,Emberiza citrinella,14 s,bitrate: 189172 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/GVYPKAYRMJ/XC570023-DM670596%20%28mp3cut.net%29.mp3,Emberiza citrinella,14 s,bitrate: 320617 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC569399-sp%20Cri%20de%20quemandage%20Bruant%20jaune%20H.mp3,Emberiza citrinella,13 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC569350-bruant%20jaune%20cri%20en%20buzz%20long%20%2B.mp3,Emberiza citrinella,7 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/GWHQFOGHOO/XC569176-Emberiza%20citrinella%20-%20300Hz%2048dB%20%20gain%20%2B10%2C%20Rydzyna%2018.57%2016.06.2020%2C.mp3,Emberiza citrinella,70 s,bitrate: 320110 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SDPCHKOHRH/XC569002-sp%20type%20Bruant%20jaune%20%2B%20INTERESSANT.mp3,Emberiza citrinella,13 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/LELYWQKUZX/XC568942-Emberiza%20citrinella%20200613_011.MP3,Emberiza citrinella,11 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OTNAVYNIWT/XC568911-strnad%20obecn%C3%BD.mp3,Emberiza citrinella,35 s,bitrate: 64044 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/BDKVVQTZVD/XC568308-Yellowhammer%28male_song%29_LoxhillFarmland_14-6-20-1300.mp3,Emberiza citrinella,113 s,bitrate: 64000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/PJVGDPHDIM/XC567833-b.jaune%20cri.mp3,Emberiza citrinella,20 s,bitrate: 92559 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC567513-LS_55662%20Geelgors%20call%20B.mp3,Emberiza citrinella,47 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC567507-LS_55643%20Geelgors%20call%20B.mp3,Emberiza citrinella,60 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC567506-LS_55642%20Geelgors%20two%20calls%20B.mp3,Emberiza citrinella,56 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC567505-LS_55641%20Geelgors%20call%20C.mp3,Emberiza citrinella,38 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC567504-LS_55639%20Geelgors%20song%20B.mp3,Emberiza citrinella,51 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OOECIWCSWV/XC567503-LS_55638%20Geelgors%20song%20B.mp3,Emberiza citrinella,34 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/SNRCANJSRX/XC567381-Emberiza%20citrinella%20F%20call%20warn%20anx%20Kl%C3%B6ren%20200610%20a.mp3,Emberiza citrinella,36 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PJVGDPHDIM/XC567168-b.%20jaune.mp3,Emberiza citrinella,79 s,bitrate: 92733 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/KWJGLHHZSB/XC566582-2020-06-08_Goldammer.mp3,Emberiza citrinella,45 s,bitrate: 83056 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/RDRHSLUBZP/XC565760-181020_18_Emberiza_citrinella.mp3,Emberiza citrinella,13 s,bitrate: 256000 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/UPZQVPMXNE/XC565192-4june%20yellowhammer.mp3,Emberiza citrinella,37 s,bitrate: 177696 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/XC564817-200603_2355%200912%20Goldammer.%20D%2C%20NW%2C%20GL%2C%20Wahner%20Heide.%20Geisterbusch.%20Stephan%20Risch.mp3,Emberiza citrinella,41 s,bitrate: 128000 bps, audio sampling rate: 32000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC563817-EMBCIT%20Aidu%20200519%200400.mp3,Emberiza citrinella,152 s,bitrate: 134679 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/XIBLXHRPJO/XC563777-EMBCIT%20Ristna%20neem%2006052020%200700.mp3,Emberiza citrinella,11 s,bitrate: 129812 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/CXFHOPIVAS/XC563653-30%20May%20yam%20%28online-audio-converter.com%29.mp3,Emberiza citrinella,26 s,bitrate: 128129 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/QAJPWEPSTL/XC563645-gold0527.mp3,Emberiza citrinella,53 s,bitrate: 258504 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RNMRWBXEZJ/XC562072-Geelgors%2C%20zang%2C%20Noorderheide%2C%20250520%2C%200651%20uur.mp3,Emberiza citrinella,32 s,bitrate: 320258 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WMOBQSLHWA/XC561996-20200525-0306-CB4-Gillings-PS-Y_.mp3,Emberiza citrinella,11 s,bitrate: 182299 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WMOBQSLHWA/XC561553-20200316-0944-GrimesGraves-Gillings-PS-Y_.mp3,Emberiza citrinella,28 s,bitrate: 183953 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC561153-200521_04GA.mp3,Emberiza citrinella,83 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC560791-trznadel%20Glinka%2022.05.2020%20%2019.00.mp3,Emberiza citrinella,184 s,bitrate: 320042 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RLRHCUIPIY/XC560766-trznadel%20Glinka%2022.05.2020%20%20%2019.20.mp3,Emberiza citrinella,18 s,bitrate: 320419 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/XC559768-JAREK-MATUSIAK-395%20%282%29%20trznadel%20ed.mp3,Emberiza citrinella,54 s,bitrate: 320000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RWLOMPENJC/XC559679-180101_0058.mp3,Emberiza citrinella,28 s,bitrate: 177646 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/NCMKIZKCRQ/XC559253-Emberiza%20citrinella%20200508.MP3,Emberiza citrinella,21 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KTFJBGYAVQ/XC559041-b%20jaune%2016mai%2012h.mp3,Emberiza citrinella,15 s,bitrate: 90671 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/KTFJBGYAVQ/XC559040-b%20jaune%2016mai%2012h%201.mp3,Emberiza citrinella,3 s,bitrate: 95607 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/ZOXRDOOQXW/XC556869-yellowhammercallgrangeeast.mp3,Emberiza citrinella,23 s,bitrate: 90848 bps, audio sampling rate: 44100 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/TFOGOENSTQ/XC555305-200504_2090%201644%20Goldammer.%20D%2C%20BB%2C%20S%20Sch%C3%B6nwalde.%20Stephan%20Risch.mp3,Emberiza citrinella,132 s,bitrate: 128000 bps, audio sampling rate: 32000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/MCFGTDXKHO/XC555060-200507_30GAxc.mp3,Emberiza citrinella,138 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WMQCDQHXRZ/Robin.mp3,Erithacus rubecula,44 s,bitrate: 320000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/WYRGBDXALK/Rouge-gorge%20%282%29.mp3,Erithacus rubecula,22 s,bitrate: 151553 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_04_01_Erithacus-rubecula-Viernh-Heide_11Uhr06.mp3,Erithacus rubecula,91 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2012_04_01_Erithacus-rubecula-Viernh-Heide_10Uhr15.mp3,Erithacus rubecula,123 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/EuropeanRobin-FL%20song2%20Ninfield%20ESussex%2010Feb12%20LS110134.mp3,Erithacus rubecula,41 s,bitrate: 64000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/EuropeanRobin-FL%20song%20Ninfield%20ESussex%2010Feb12%20LS110134.mp3,Erithacus rubecula,136 s,bitrate: 64000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/EuropeanRobin-FL%20call%20Ninfield%20ESussex%2010Feb12%20LS110141.mp3,Erithacus rubecula,13 s,bitrate: 64000 bps, audio sampling rate: 48000 Hz, number of channels: 1
https://www.xeno-canto.org/sounds/uploaded/YTUXOCTUEM/EurasianRobin-FL%20X%20nrBurpham%20Sussex%207Jan12.mp3,Erithacus rubecula,39 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/ZNCDXTUOFL/Erithacus_rubecula_Grabnik_Poland_Jarek_Matusiak_20100328.mp3,Erithacus rubecula,70 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/AXTFCLIYDF/154%20mp3.mp3,Erithacus rubecula,144 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/HBPYQXTJEV/2011_12_01_Rotkehlchen_01-35.mp3,Erithacus rubecula,161 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ERUB17h32m43s20nov2011%20%283%29.mp3,Erithacus rubecula,46 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ERUB10h32m32s19nov2011%20%282%29.mp3,Erithacus rubecula,28 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/KLADBSYAFL/187%20Erithacus%20rubecula%2C%20Corenc%2C%20Vence%20%28France%29%2007-11-11.mp3,Erithacus rubecula,64 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ERUB08h55m46s16oct2011%20%282%29.mp3,Erithacus rubecula,13 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ERUB08h55m46s16oct2011%20%283%29.mp3,Erithacus rubecula,16 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/OH38YHKJBS/Roodborst_OostvoornsDuin_01052011_1215.mp3,Erithacus rubecula,82 s,bitrate: 128000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/PNYKOPBQBQ/ERUB08h58m31s02oct2011%20%282%29.mp3,Erithacus rubecula,30 s,bitrate: 128000 bps, audio sampling rate: 48000 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110926_12a_Robin-alarm_Bjorn_N5.mp3,Erithacus rubecula,38 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/VXZDHTKCBO/RobinalarmW.mp3,Erithacus rubecula,111 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
https://www.xeno-canto.org/sounds/uploaded/RKAYEOOLQW/110918_01_Robin-tick_Bjorn_N5.mp3,Erithacus rubecula,6 s,bitrate: 192000 bps, audio sampling rate: 44100 Hz, number of channels: 2
